Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
0.0526,9e-4,-1,0.9035882,0.0033,-1,-1,-1,0.0049,-1,0.0414,-1,-1,0.0053,3.2792,-1,-1,0.0042,-1,0.0258
-1,-1,-1,-1,-1,-1,-1,6e-4,-1,-1,-1,5e-4,-1,-1,1.2842,-1,-1,-1,-1,-1
0.0448,-1,0.0143,0.93251212000000006,4e-4,-1,0.0031,-1,-1,0.0573,0.0871,-1,-1,0.0089,1.3896,-1,0.0575,-1,-1,-1
-1,0.0019,0.0265,1.07324482,0.0031,0.0366,-1,-1,0.0064,-1,-1,-1,-1,-1,-1,-1,0.0735,0.0039,-1,-1
0.0647,0.0011,0.0141,0.82317126,0.0027,0.0337,-1,5e-4,0.0053,0.0782,0.0361,-1,-1,0.0071,1.2014,-1,0.0969,0.0048,-1,-1
0.0856,0.0016,0.0185,1.27203387,8e-4,0.0358,-1,0.0017,0.0034,0.0796,0.0485,-1,-1,0.0054,2.8337,-1,0.1175,0.0039,-1,0.0176
0.0716,-1,-1,1.47622421,0.0037,0.049,-1,-1,0.008,0.0979,0.0402,0.0023,0.0017,0.01,2.0352,-1,0.0945,0.0044,0.002,-1
0.0721,0.0013,-1,0.91805191,-1,-1,-1,6e-4,-1,0.1033,0.0328,4e-4,-1,0.0071,1.6899,7e-4,-1,0.0055,0.0021,-1
-1,0.001,0.0092,-1,-1,-1,-1,9e-4,-1,-1,-1,-1,-1,0.0065,-1,-1,-1,-1,0.002,-1
-1,-1,-1,-1,-1,0.0363,-1,-1,-1,-1,-1,8e-4,-1,-1,-1,-1,-1,0.0059,-1,-1
-1,0.0016,-1,-1,-1,0.0374,0.0034,-1,0.0069,0.0597,-1,-1,-1,-1,-1,-1,-1,0.0051,-1,0.0122
-1,0.0012,-1,-1,3e-4,-1,-1,0.0013,0.0042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,9e-4,-1,0.81782595,-1,-1,-1,-1,0.0061,0.0919,-1,0.0033,-1,-1,0.9998,0.001,-1,0.0055,-1,0.0751
-1,5e-4,-1,0.66202059,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0067,0.7629,-1,-1,0.0031,-1,-1
0.0443,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0397,-1,-1,0.0093,-1,-1,-1,-1,-1,-1
-1,0.0033,0.0313,0.89322443,-1,-1,-1,7e-4,0.0035,0.0699,-1,-1,0.0021,0.0066,0.7908,-1,-1,0.0036,0.0071,0.0205
-1,-1,0.0225,0.77883525,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.007,-1,-1,-1,-1,-1,0.0135
-1,-1,0.0201,-1,-1,-1,-1,-1,0.0049,-1,-1,-1,-1,-1,-1,-1,-1,0.005,-1,-1
0.055,-1,0.0071,0.72273333,-1,0.0308,0.0035,-1,0.005,0.0801,-1,-1,-1,0.0052,-1,-1,0.0903,0.0044,-1,-1
0.0563,4e-4,0.0294,1.62154306,0.003,0.0395,-1,6e-4,0.0039,0.1007,-1,4e-4,-1,0.0095,1.0895,-1,0.0977,0.0052,-1,0.0092
0.0641,-1,0.0106,1.31950223,-1,-1,0.0033,9e-4,0.0039,0.0749,-1,-1,-1,0.0095,1.4932,-1,0.0593,0.0044,0.002,-1
-1,-1,0.0194,0.59138499,0.0023,-1,-1,-1,0.0067,-1,-1,-1,-1,0.007,-1,-1,-1,0.0039,-1,-1
-1,0.002,0.0098,-1,0.0014,-1,-1,-1,0.0058,-1,-1,0.0015,-1,0.0115,-1,3e-4,0.0641,-1,-1,-1
0.0909,0.0022,0.029,0.83018856,-1,0.0296,-1,-1,-1,0.0611,0.0397,-1,-1,0.0102,3.0242,-1,0.0896,0.0039,-1,0.0111
0.05,0.0017,-1,0.70390764,-1,0.0281,-1,6e-4,0.0031,-1,-1,-1,-1,0.0057,-1,-1,0.0723,0.0029,-1,-1
-1,-1,-1,-1,8e-4,0.0301,-1,6e-4,0.005,-1,-1,-1,-1,-1,-1,-1,0.0826,-1,-1,-1
0.0591,-1,0.0084,0.63055427,0.002,0.0286,-1,7e-4,-1,0.0761,-1,0.0017,-1,0.0083,-1,-1,0.1021,0.0058,-1,0.0121
0.0516,-1,0.0155,0.90981908,0.0028,0.0324,-1,0.0011,0.0071,0.0673,-1,4e-4,-1,0.0085,-1,-1,0.0975,-1,-1,0.0123
-1,-1,0.0088,-1,0.0016,-1,-1,-1,0.0044,-1,-1,-1,-1,0.0073,-1,-1,-1,-1,-1,0.011
-1,-1,0.0317,-1,-1,-1,-1,6e-4,0.0038,-1,-1,-1,-1,-1,0.7848,-1,-1,-1,-1,-1
0.0795,-1,0.0119,-1,-1,0.0401,-1,-1,-1,0.0599,-1,-1,-1,-1,1.1505,-1,0.0973,0.0038,-1,-1
0.0811,-1,0.0125,-1,0.0013,0.043,0.0029,-1,0.0045,0.0635,-1,0.0014,-1,0.0076,-1,-1,0.1077,0.0042,-1,-1
0.0743,0.0019,0.0181,0.74331256,-1,0.0568,-1,-1,0.0047,0.1182,0.0336,0.0011,-1,-1,-1,-1,0.1477,0.0063,-1,-1
0.0637,0.0012,-1,0.92996798,9e-4,0.0505,-1,0.001,0.0048,0.0851,-1,-1,-1,0.006,-1,-1,0.1057,0.0041,0.0023,0.0082
0.0614,0.0013,-1,0.97184201,-1,0.0423,-1,-1,0.0031,0.0737,-1,5e-4,-1,-1,0.7737,-1,0.0965,0.0055,0.0029,-1
-1,-1,0.0086,-1,-1,-1,-1,-1,-1,-1,-1,4e-4,-1,0.0079,0.946,-1,-1,-1,-1,-1
0.0532,0.0018,-1,-1,-1,-1,-1,8e-4,0.0047,-1,-1,-1,-1,-1,-1,-1,0.0869,-1,-1,-1
0.0645,6e-4,0.016,-1,0.001,-1,-1,7e-4,-1,-1,-1,-1,-1,0.0074,-1,-1,0.0939,0.005,-1,-1
0.0504,-1,-1,-1,0.001,0.0346,-1,-1,-1,0.0702,-1,-1,-1,-1,-1,-1,0.0885,0.0038,-1,-1
0.0583,-1,-1,1.08452479,0.0057,0.039,0.0025,7e-4,-1,0.082,0.037,-1,-1,-1,-1,-1,0.0997,0.0035,0.0026,0.0482
0.1061,4e-4,-1,0.95122051,-1,0.0355,-1,-1,0.0047,0.0905,0.0473,-1,-1,0.0092,2.6745,-1,0.1205,0.0036,0.0027,0.0144
0.0592,0.0011,-1,0.96734074,0.0041,0.0272,0.0042,-1,0.0046,0.0613,-1,9e-4,-1,0.0084,1.5736,-1,0.0851,-1,0.0026,-1
0.1287,0.0012,0.0249,-1,-1,0.0272,0.0232,-1,-1,-1,-1,3e-4,-1,0.0052,-1,-1,0.191,0.0054,-1,-1
-1,0.0011,0.0147,-1,9e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0011,0.0229,-1,0.0021,-1,-1,-1,0.0031,0.0858,-1,1e-4,-1,-1,0.8162,-1,-1,0.0029,-1,0.0103
-1,0.0014,0.0129,0.71313867,8e-4,-1,-1,-1,-1,-1,-1,0.001,-1,-1,-1,-1,-1,-1,-1,-1
0.0446,0.0024,-1,-1,-1,-1,-1,7e-4,0.0041,0.0569,-1,-1,-1,0.0054,-1,-1,-1,0.0054,-1,-1
-1,0.0015,-1,0.68623492,-1,-1,-1,-1,-1,0.0625,-1,7e-4,0.0017,-1,-1,-1,0.0598,0.0035,0.0033,-1
-1,-1,-1,-1,-1,-1,-1,0.0019,0.0032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0.63246493,0.0015,-1,-1,-1,0.0049,-1,-1,-1,0.0018,0.0058,1.0136,-1,-1,-1,0.0029,-1
0.0644,-1,0.0217,-1,-1,-1,-1,7e-4,0.0038,-1,-1,1e-4,-1,0.0079,2.0655,-1,-1,-1,0.0026,-1
-1,7e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0054,-1,-1,-1,-1,-1,-1
0.0475,0.0015,0.0232,0.61939956,-1,0.0389,-1,-1,-1,0.0816,-1,-1,-1,0.0093,-1,-1,-1,0.0044,0.008,-1
0.0555,-1,0.0086,1.0615035,-1,0.0418,-1,7e-4,-1,0.0818,-1,5e-4,-1,0.0079,-1,-1,0.0916,0.0049,0.002,-1
-1,7e-4,0.0093,0.70928751,-1,0.0429,0.0028,5e-4,0.0086,0.0661,-1,-1,0.0034,-1,-1,-1,0.0621,0.0033,0.0084,-1
0.0517,0.0014,0.0132,0.57621207,-1,0.0369,0.0503,6e-4,0.0061,0.0706,0.0424,-1,-1,-1,-1,-1,0.0607,0.0035,0.0022,0.0095
-1,6e-4,0.0099,0.66426195,0.0032,0.0324,0.0051,-1,-1,-1,0.0484,0.001,-1,0.0099,-1,-1,-1,-1,-1,-1
-1,0.0012,0.0197,0.90788735,-1,0.0285,0.0033,-1,0.0051,0.0599,0.0402,7e-4,0.0049,0.008,1.2755,-1,-1,-1,0.0174,0.0108
0.0436,-1,0.0079,0.68704527,4e-4,0.0307,0.0042,5e-4,-1,0.0801,0.0374,-1,-1,-1,-1,-1,0.0684,-1,0.0027,-1
0.0684,-1,-1,0.76503192,-1,0.039,0.0026,-1,0.0072,0.0963,-1,-1,-1,-1,-1,-1,0.107,0.0037,0.0022,-1
0.0728,-1,0.016,1.00738185,0.0039,0.0499,-1,0.0013,0.0078,0.1585,0.035,-1,-1,0.0058,-1,-1,0.1243,0.0063,0.0034,0.0108
0.0454,0.0012,-1,1.09754813,-1,0.0388,0.0466,-1,0.0054,0.0698,-1,-1,0.0039,0.0054,-1,3e-4,0.0678,0.003,0.0106,0.0177
-1,4e-4,0.008,-1,-1,-1,-1,-1,0.0045,-1,-1,-1,-1,0.0063,-1,0.0021,-1,-1,-1,-1
-1,-1,0.0146,1.09051639,-1,-1,-1,5e-4,-1,0.0568,-1,-1,-1,-1,-1,-1,-1,-1,0.0023,-1
-1,-1,0.014,1.08873632,-1,-1,-1,-1,0.0034,-1,-1,0.0023,-1,-1,-1,-1,-1,-1,0.0038,-1
-1,4e-4,0.0126,0.74513988,-1,0.0265,-1,-1,-1,0.0815,-1,7e-4,0.0018,-1,-1,-1,-1,0.0044,0.005,-1
-1,0.0018,0.012,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0031,-1,-1,-1,-1,-1,0.0066,-1
-1,0.0015,0.0209,0.84278611,5e-4,-1,-1,-1,0.0034,0.0609,-1,-1,-1,0.0053,1.3011,-1,-1,0.003,0.003,-1
-1,0.0011,-1,0.59394931,-1,-1,-1,6e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0542,6e-4,-1,-1,-1,0.0301,-1,8e-4,-1,-1,-1,-1,-1,-1,-1,2e-4,0.087,0.0029,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0.0078,-1,-1,-1,-1,0.0097,-1,-1,-1,0.003,-1,-1
-1,-1,0.0085,0.66013999,9e-4,-1,-1,-1,0.0041,-1,0.0461,0.0016,-1,0.012,-1,-1,-1,-1,-1,0.0088
-1,9e-4,-1,-1,-1,-1,-1,5e-4,-1,-1,-1,-1,-1,-1,-1,-1,0.0584,-1,-1,-1
0.0462,0.0011,-1,-1,-1,0.029,-1,0.0013,0.0054,0.07,-1,-1,0.0016,0.0075,-1,-1,0.0863,0.0039,-1,-1
-1,-1,-1,0.77096766,-1,-1,-1,8e-4,0.0079,0.0613,-1,3e-4,0.0017,0.0091,-1,-1,0.0744,0.0044,-1,-1
0.0463,0.0016,0.0248,0.61129375,0.0017,-1,-1,8e-4,0.0056,-1,-1,-1,-1,0.0071,1.5257,-1,-1,0.0033,-1,-1
-1,-1,-1,0.58914854,-1,0.0333,-1,-1,-1,0.0658,-1,-1,-1,0.0083,-1,4e-4,0.0704,0.0041,-1,-1
-1,-1,-1,0.63649486,-1,-1,0.0026,-1,0.0054,0.0637,0.0506,-1,-1,0.0081,-1,-1,-1,0.0053,-1,0.0103
0.0447,-1,0.0153,0.68540601,-1,-1,-1,-1,0.0069,0.0679,0.0458,-1,-1,0.018,-1,-1,0.0623,0.0042,-1,0.0083
-1,0.0014,-1,-1,-1,-1,-1,-1,0.0042,0.0602,-1,0.0041,-1,0.0056,0.9868,-1,0.0657,0.0031,-1,0.0122
0.0497,-1,0.0124,0.85535069,0.0019,0.0389,0.0047,-1,-1,0.0729,0.0336,-1,-1,0.0063,1.4668,-1,-1,0.0033,0.0029,0.0165
0.0652,-1,-1,1.03993681,0.0011,-1,0.0025,7e-4,-1,0.0591,-1,-1,-1,-1,1.3065,-1,0.0628,-1,-1,0.0125
-1,0.0013,0.0108,-1,-1,-1,-1,-1,-1,0.06,-1,0.0017,-1,-1,-1,-1,0.0596,0.0043,-1,-1
-1,-1,-1,-1,-1,-1,-1,9e-4,-1,-1,-1,-1,-1,0.0119,-1,-1,-1,-1,-1,-1
-1,0.0018,-1,-1,0.0013,-1,0.0095,-1,0.0037,-1,0.0415,-1,-1,0.0102,-1,-1,-1,-1,-1,-1
0.0523,0.0016,0.0234,0.67736458,0.001,0.034,0.0067,7e-4,0.0065,0.1129,0.0486,-1,0.0018,0.0082,-1,-1,0.0794,0.0064,-1,0.0134
0.0565,0.0013,0.0204,1.27059271,0.0022,0.0429,-1,-1,-1,0.084,0.0542,3e-4,-1,0.0083,-1,-1,0.103,0.0056,-1,0.0109
-1,0.0011,-1,-1,-1,-1,0.0025,-1,-1,-1,-1,-1,0.0041,-1,-1,-1,-1,-1,0.0024,0.009
-1,0.0018,-1,-1,8e-4,-1,0.0029,5e-4,0.0035,0.0733,0.0532,-1,0.0024,-1,-1,-1,0.0659,0.0062,-1,0.0108
0.056,0.0011,-1,0.98077334,-1,0.0349,0.0036,6e-4,0.0098,0.1052,0.0654,-1,-1,-1,-1,-1,0.1146,0.0052,-1,0.0203
-1,4e-4,-1,0.63349072,-1,-1,0.3055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9e-4,-1,0.0597,-1,-1,-1,0.0067,0.839,-1,-1,0.0038,-1,0.0127
0.0556,8e-4,-1,1.24182848,0.0024,0.0366,-1,-1,0.005,0.0894,0.0345,-1,-1,0.0055,1.7546,-1,0.0633,0.0044,0.0034,0.0125
-1,0.0011,-1,-1,-1,-1,-1,-1,0.0035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,6e-4,-1,-1,-1,0.0055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.0014,0.0172,-1,-1,-1,-1,-1,0.0043,0.0588,0.0358,-1,-1,0.0092,-1,-1,-1,0.0029,-1,-1
0.0777,0.0021,0.0092,0.72172066,-1,0.0453,-1,6e-4,0.0059,0.0797,0.0638,3e-4,-1,0.0066,0.7318,-1,0.1161,0.0052,-1,0.0142
0.0496,-1,-1,0.92124585,5e-4,0.0332,0.0028,5e-4,-1,0.0681,0.0659,-1,-1,-1,-1,-1,0.0739,-1,-1,0.0136
-1,-1,-1,-1,0.005,-1,0.0032,5e-4,0.0033,0.0617,0.0404,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0624,0.0019,0.0164,1.31657642,0.0023,0.0388,0.0037,0.0011,0.0061,0.1095,0.0749,-1,0.0026,0.0099,1.2256,-1,0.1029,0.0058,-1,0.0227
0.0627,-1,-1,1.14815905,0.0013,0.0282,0.0058,-1,-1,0.0859,0.0671,-1,-1,-1,1.6716,-1,0.0861,0.0045,-1,-1
0.0475,-1,0.0222,1.83154615,0.0031,0.0621,0.004,5e-4,0.004,0.111,-1,0.0021,0.0046,0.0071,-1,-1,0.0747,0.0046,0.0074,0.0109
-1,5e-4,0.0069,-1,3e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0152
-1,-1,0.0265,1.50071835,-1,0.0314,-1,-1,0.0064,0.1149,-1,0.0028,0.0021,0.009,0.8528,-1,-1,0.0055,0.007,0.0108
-1,-1,0.0104,0.64468311,-1,-1,-1,-1,0.0047,-1,-1,-1,-1,-1,1.0971,-1,-1,-1,-1,-1
-1,0.0017,-1,-1,-1,-1,-1,-1,0.0043,-1,0.0375,-1,-1,-1,0.9056,-1,-1,-1,-1,-1
-1,7e-4,0.0134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,9e-4,0.0144,-1,0.0035,-1,-1,0.0012,0.0069,-1,-1,-1,-1,0.0058,-1,-1,-1,-1,-1,-1
0.0544,-1,-1,0.58985572,5e-4,0.034,-1,6e-4,0.0074,0.1182,0.0577,-1,0.003,0.0088,0.8112,0.0013,0.0797,0.0055,0.002,0.0181
-1,0.0011,0.015,1.2802725,0.0014,0.0369,0.0031,9e-4,0.0061,0.0918,-1,-1,-1,0.0062,-1,-1,-1,0.0042,0.0035,-1
-1,0.0028,0.0134,2.26687926,-1,-1,-1,0.0012,0.0045,0.1135,-1,0.0011,-1,0.0055,-1,0.0024,-1,0.0044,-1,0.0237
-1,0.0025,-1,-1,3e-4,-1,0.4216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0.0037,-1,-1,9e-4,-1,0.0077,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0.0037,-1,0.0344,-1,-1,-1,-1,-1,-1,0.0034,-1,-1
-1,0.0011,-1,-1,-1,-1,-1,5e-4,0.0054,-1,-1,7e-4,-1,0.0057,-1,-1,0.0599,-1,-1,-1
0.0595,0.0018,0.0067,-1,7e-4,0.0268,0.0026,9e-4,-1,-1,-1,-1,-1,-1,-1,-1,0.0847,0.003,-1,-1
-1,5e-4,-1,-1,-1,0.0302,-1,7e-4,-1,-1,0.0372,-1,-1,-1,-1,0.0011,0.066,0.003,-1,0.0141
-1,8e-4,-1,-1,-1,-1,0.0044,5e-4,-1,-1,-1,-1,0.0016,0.0052,-1,0.0011,0.0576,-1,-1,-1
-1,0.0016,0.0179,-1,3e-4,-1,-1,5e-4,0.0041,-1,-1,-1,-1,0.0063,-1,-1,-1,-1,-1,-1
-1,0.0015,-1,-1,-1,-1,-1,5e-4,-1,-1,0.056,-1,-1,0.0096,-1,-1,0.0593,-1,-1,-1
-1,-1,-1,0.72222362,0.0028,0.0273,0.004,-1,0.0038,0.0648,0.0429,-1,0.0016,0.0056,0.7321,-1,0.0665,-1,-1,0.0083
-1,-1,-1,0.60330165,0.0025,-1,-1,-1,-1,-1,-1,3e-4,-1,0.0089,-1,5e-4,-1,-1,-1,0.0083
-1,-1,0.0243,0.97755247,-1,-1,0.0033,-1,0.0045,0.0813,0.064,-1,-1,0.0062,0.9991,-1,-1,0.004,-1,0.0163
0.0698,-1,0.0294,0.69273132,-1,0.0458,0.0035,0.001,0.0047,0.1459,0.0904,1e-4,-1,0.0156,0.9148,0.0017,0.1093,0.0077,-1,0.01
0.0465,-1,0.0123,0.99352721,0.0042,-1,0.0048,8e-4,0.0046,-1,0.0807,0.0017,-1,-1,1.233,-1,-1,0.0031,-1,0.0132
-1,0.001,0.0136,-1,4e-4,-1,-1,-1,0.0051,-1,0.0641,-1,0.0017,0.0093,-1,-1,-1,0.0033,-1,0.014
-1,-1,0.0155,0.89314705,0.0013,-1,-1,-1,-1,-1,0.0338,-1,-1,0.0054,-1,-1,-1,-1,0.0026,-1
-1,-1,0.0071,0.79009876,-1,-1,0.0069,-1,0.0032,-1,-1,3e-4,0.002,-1,0.7284,-1,-1,-1,-1,-1
0.0512,-1,0.0068,-1,-1,-1,-1,-1,0.007,0.0538,0.0369,-1,0.0026,-1,-1,-1,-1,-1,-1,-1
-1,0.0018,0.0214,0.8118255,0.0015,-1,0.0027,0.001,0.0061,0.0716,0.0518,-1,-1,0.0101,1.179,-1,0.0646,0.0044,-1,0.0193
-1,-1,-1,0.68777049,8e-4,-1,-1,-1,0.0049,-1,-1,-1,-1,0.0078,-1,-1,-1,0.0033,-1,0.017
0.0458,-1,0.0277,-1,8e-4,0.0289,-1,-1,0.0055,0.0562,0.0354,-1,0.0018,-1,-1,-1,-1,-1,-1,0.0147
0.0499,0.0014,-1,0.92504826,0.0015,0.0469,0.0116,-1,0.0058,0.0648,0.06,-1,0.0027,0.0076,0.9441,-1,0.0624,0.063,-1,0.0165
-1,-1,0.0088,0.64683993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0018,-1,-1,-1,-1
0.0503,-1,-1,-1,-1,0.0321,0.0403,-1,-1,0.0665,0.0524,0.0028,-1,-1,-1,-1,0.0739,0.0052,-1,0.0177
-1,-1,-1,0.75601719,-1,-1,0.3865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0.001,-1,-1,5e-4,-1,0.0025,-1,-1,-1,-1,-1,-1,0.0074,-1,-1,-1,-1,-1,0.0096
-1,-1,0.0155,-1,-1,-1,0.0032,-1,-1,-1,-1,-1,-1,0.0088,-1,-1,-1,-1,-1,0.0102
-1,9e-4,0.0092,-1,-1,-1,0.0027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0098
-1,-1,-1,-1,-1,-1,0.0029,9e-4,0.0063,-1,0.0615,0.0035,-1,-1,-1,-1,-1,0.0038,-1,0.0208
-1,4e-4,0.0269,-1,0.0026,-1,0.0033,5e-4,-1,-1,0.037,-1,-1,-1,-1,-1,-1,-1,0.0023,-1
-1,-1,-1,-1,-1,-1,0.0127,-1,-1,-1,-1,-1,-1,0.0079,-1,-1,-1,-1,-1,-1
-1,0.001,-1,0.65590917,-1,-1,0.0054,9e-4,-1,0.0575,0.0554,-1,-1,-1,-1,-1,-1,-1,-1,0.0213
-1,4e-4,-1,-1,0.0051,-1,-1,-1,-1,-1,-1,-1,-1,0.0062,-1,-1,-1,-1,-1,-1
0.0667,-1,-1,-1,-1,0.0313,0.0105,7e-4,0.0034,-1,0.0482,-1,0.0026,0.0109,0.8985,-1,0.0869,0.0039,-1,-1
0.0723,8e-4,-1,-1,0.0016,0.0304,0.008,-1,-1,0.0726,0.0528,-1,0.0019,0.0084,0.8215,-1,0.0952,0.0052,-1,0.0123
-1,0.0021,-1,-1,-1,-1,-1,5e-4,0.0101,-1,-1,-1,-1,-1,0.9427,-1,-1,-1,0.0021,0.0104
-1,0.0019,-1,-1,-1,-1,-1,-1,0.0045,-1,-1,-1,-1,-1,0.957,-1,-1,-1,-1,-1
-1,8e-4,0.033,0.71449861,7e-4,-1,0.0071,6e-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0083
-1,0.0013,-1,0.88396519,3e-4,-1,0.0025,-1,0.0033,-1,-1,1e-4,0.0021,-1,-1,-1,-1,-1,-1,-1
0.0426,5e-4,-1,0.59258436,0.0012,0.0283,0.0137,-1,0.0049,0.1303,0.0637,4e-4,0.0031,0.0077,0.9034,-1,0.08,0.0029,-1,0.0117
-1,0.001,0.0069,2.13761352,0.0039,-1,0.0129,7e-4,0.0056,-1,0.1511,-1,0.0051,0.0057,1.2743,-1,-1,-1,0.0046,0.0293
0.0526,0.0012,0.0113,1.66857772,0.0053,-1,0.0107,-1,0.0038,-1,0.112,-1,0.0027,0.006,1.6668,-1,-1,-1,0.0027,0.021
-1,7e-4,-1,1.18871025,-1,-1,0.0028,7e-4,0.0034,-1,0.0831,7e-4,0.0028,-1,1.5806,-1,-1,-1,0.0032,0.0179
0.0547,4e-4,-1,0.78696709,0.0016,0.0282,0.0053,9e-4,0.0043,0.0602,0.0822,-1,0.0029,0.0085,2.0563,-1,0.0598,-1,-1,0.0164
-1,-1,0.0097,1.23074394,0.0048,0.0294,0.0245,-1,0.0058,0.0611,0.0778,0.001,0.0022,0.0071,1.5902,-1,-1,0.0035,-1,0.0193
-1,8e-4,0.0115,-1,-1,-1,0.017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0085
-1,-1,-1,-1,0.0022,-1,0.0099,-1,-1,-1,0.0732,0.0024,0.0032,-1,0.7294,-1,0.0699,0.0031,0.0024,0.0106
0.0893,-1,-1,0.94143805,0.0019,0.0567,0.022,-1,0.0041,0.1195,0.1128,0.002,0.0046,0.0067,1.2192,-1,0.1472,0.0071,0.0029,0.0193
0.0805,-1,-1,1.05466016,0.0027,0.05,0.0157,-1,0.0072,0.1273,0.0889,-1,0.0018,0.0074,1.1567,-1,0.1187,0.0064,0.0027,0.0222
-1,0.0017,0.0184,1.39187184,0.0012,-1,0.0073,5e-4,0.0064,-1,-1,2e-4,0.002,0.0051,-1,5e-4,-1,-1,-1,-1
0.0518,0.0011,0.0133,-1,3e-4,-1,0.0109,0.0012,-1,0.142,0.0648,-1,0.0017,0.0065,1.4083,-1,-1,0.003,-1,0.0127
-1,-1,0.0143,0.94898709,0.0041,-1,0.0073,5e-4,0.0052,0.0777,0.0662,0.0012,0.0019,-1,2.0247,-1,0.0596,-1,-1,0.0157
0.0559,-1,-1,-1,0.0036,-1,0.0176,-1,0.0036,-1,0.0381,-1,-1,-1,-1,9e-4,0.0629,-1,-1,0.0098
0.0432,0.0017,0.0165,0.79206342,0.003,0.0316,0.0177,-1,-1,0.0672,0.0866,-1,0.0023,0.0083,0.9707,-1,0.0586,0.0043,0.0029,0.0233
0.0587,8e-4,0.0197,1.21277758,0.0018,0.0425,0.011,0.0015,0.0075,0.0785,0.0615,-1,-1,-1,-1,-1,0.0942,0.0038,0.0025,0.0162
-1,-1,-1,-1,-1,-1,0.0033,6e-4,-1,-1,0.0393,7e-4,-1,-1,-1,-1,-1,-1,-1,0.0154
-1,-1,0.0147,0.59161979,0.0023,0.0271,0.039,-1,-1,-1,0.0381,8e-4,-1,0.0068,-1,-1,-1,-1,0.0021,0.0217
0.0538,0.0016,-1,-1,0.0019,0.0295,0.1098,5e-4,0.0042,-1,0.0435,0.0016,-1,-1,-1,-1,0.0681,-1,-1,0.0094
0.0586,0.0016,0.0143,0.67728492,-1,0.0368,0.026,6e-4,0.0049,0.0773,0.0896,-1,0.003,-1,0.8305,-1,0.0889,0.0062,-1,0.0194
0.073,0.0012,-1,0.99357001,0.0064,0.0334,0.0106,7e-4,-1,0.059,0.0956,-1,0.0033,0.0107,1.3938,0.001,0.0911,0.0045,0.0028,0.0228
-1,-1,-1,0.62825461,-1,-1,0.0435,-1,0.0038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0737,-1,0.0182,-1,-1,0.0355,0.0681,-1,0.0051,0.0776,0.0409,0.0019,-1,0.0058,-1,0.0016,0.089,0.0039,0.0034,0.0175
0.0496,0.0018,0.0162,0.66828889,9e-4,0.0309,0.0082,-1,0.005,0.0739,0.0604,-1,0.0028,0.0063,0.86240000000000006,-1,0.0858,0.0044,0.0024,0.0148
-1,-1,-1,1.32013446,0.0012,-1,0.015,-1,-1,0.0727,0.0719,-1,-1,-1,1.3826,-1,-1,0.0033,0.0021,0.0143
-1,0.001,0.0091,-1,0.0011,-1,0.0223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0473,0.001,0.011,-1,-1,0.0392,0.0347,-1,-1,-1,-1,0.0012,-1,-1,-1,-1,0.0688,-1,-1,0.0135
0.0445,-1,0.0128,-1,-1,-1,0.0125,-1,0.0034,-1,-1,-1,-1,-1,-1,-1,0.0687,-1,-1,-1
-1,-1,-1,-1,-1,-1,0.0025,-1,-1,-1,-1,-1,-1,0.0061,-1,3e-4,-1,-1,-1,-1
0.0526,-1,-1,-1,6e-4,-1,-1,-1,-1,-1,0.038,-1,0.0021,0.0052,-1,-1,0.0651,0.0045,-1,-1
