Al,As,Ba,bc,Br,Ca,Cl,Cr,Cu,Fe,K,Mn,Ni,Pb,S,Se,Si,Ti,V,Zn
0.1054,0.0011,0.0109,-1,0.0027,0.0313,-1,5e-4,0.008,0.0827,-1,0,0,0.0092,3.2582,0,0.1104,0.0046,0.002,0.0069
0.061,0.0016,0.0027,1.05767018,-1,0.0254,0.0025,7e-4,0.0043,0.0789,0.0507,0.0012,4e-4,5e-4,1.9524,0,0.0798,0.0057,0.0011,0.0092
0.0965,0.002,0.0418,0.75729378,0,0.0253,0.0023,7e-4,0.0098,0.0506,0.2895,0,6e-4,0.0044,1.8616,0,0.0798,0.0096,0.0012,0.0044
0.3754,0.0073,0.2106,0.72828818,0.0016,0.0199,0.3171,0.004,-1,0.0781,3.5811,0,0.0032,0.0321,1.7582,0,0.021,0.0766,0.0178,0.0248
0.0646,0.0015,0.0307,1.56321718,0.0015,0.0286,0.0033,1e-4,0.0105,0.0584,0.2941,0.0023,-1,0.009,1.8522,0,0.0283,0.0067,0.0126,0.0113
0.1275,0.0023,2e-4,0.86596619,0.0013,0.0194,0.0021,3e-4,0.0076,0.0588,0.1434,0,6e-4,0.0082,3.4818,0,0.1164,0.0075,-1,-1
0.2148,-1,0.0104,0.602902,0.0027,0.0372,4e-4,3e-4,0.0055,0.1041,-1,0.0017,9e-4,0.0068,-1,0,0.2997,0.0102,0.0023,0.0074
0.1273,-1,0.0294,0.69385853,0.0019,0.0288,-1,7e-4,0.0037,0.0795,0.0742,0.0022,0.0014,0.006,3.6267,0,0.1789,0.0066,0.0032,0.0117
0.1995,0.0017,0.0228,0.82585972,0.002,0.0437,0.0021,0.0011,0.0048,0.0972,-1,-1,0.001,0.0089,2.2096,0,0.28,0.0102,0.0018,0.0068
0.039,0.0016,0.0308,0.4486665,0.0013,0.0363,-1,5e-4,2e-4,0.0463,0.0192,0,0,0.0024,0.1879,0,0.0665,0.0025,7e-4,0.0051
0.0572,0.0019,0.0153,0.86319596,0,0.0362,0.0013,0.001,0.0033,0.0742,0.0372,0,-1,0.0034,0.6389,0,0.0914,0.0041,0.0016,0.0127
0.0347,-1,0.0167,0.82005174,0,0.0201,0.001,7e-4,0.0038,0.0504,0.0441,0.0011,0.0013,0.0029,0.6611,0,0.0661,0.0015,-1,0.0087
0.0475,0.0014,0.0159,0.16346462,1e-4,0.0232,6e-4,0.0012,9e-4,0.03,0.0251,-1,0,0.0062,0.7583,0,0.0791,0.0014,8e-4,0.003
0.0483,0,0.0352,0.54641521,0.0015,0.0274,0.0016,5e-4,0.0015,-1,0.0315,0.002,0,-1,0.8554,0,0.0915,0.0035,8e-4,-1
0.1049,5e-4,0.0068,0.82955854,-1,-1,0.0032,9e-4,0.0077,0.082,0.0371,1e-4,0.0015,0.003,0.9695,0,0.1301,0.006,8e-4,0.013
0.0743,9e-4,0.0153,0.99458984,0.0031,0.0406,0.0019,5e-4,0.0039,0.0819,0.0413,0,0,0.0108,1.2793,0,0.1155,-1,0.0025,0.0066
0.10780000000000001,0.0015,0.0066,1.04410013,3e-4,0.0598,0.0014,6e-4,0.0027,0.1016,0.0511,0,0.0017,0.0028,-1,0,0.1497,0.0069,0.0026,0.0095
0.0681,0,0,1.08210144,8e-4,0.0388,0.0021,7e-4,0.0029,0.0675,0.0441,0.0013,-1,0.0042,2.0792,0,0.0958,0.0048,-1,0.0047
0.0835,2e-4,0,0.67067221,0.0027,0.0346,0.0014,0.0011,0.0062,-1,0.0686,0,3e-4,0.0055,4.3192,0,0.0827,0.0067,0.0019,0.0076
0.2348,0,0.0056,-1,3e-4,0.0552,0.0029,9e-4,-1,0.1189,0.0699,0,-1,0.0053,2.6932,-1,0.3451,0.01,0.0054,-1
-1,0,0.0104,0.67888668,0,0.0305,0.0011,0.0011,0,-1,-1,0,9e-4,9e-4,1.3061,-1,0.1017,0.0037,7e-4,0.0066
-1,0.0014,0,0.61626284,0.001,0.0288,0.0014,8e-4,-1,0.0404,-1,-1,5e-4,0.0021,0.5261,0,-1,0.0019,4e-4,0.0053
0.0754,9e-4,0.0094,0.8513636,0,0.0299,0.0018,-1,-1,0.0665,0.0243,0.0012,0.0015,0.0117,1.0572,0,0.0961,0.003,0.004,0.0097
0.1399,6e-4,0,0.52129267,0,0.0314,0.0014,8e-4,7e-4,0.0728,0.0308,0,6e-4,0.0035,0.9517,0,0.2405,0.007,0.0011,0.0017
-1,0,0.0064,0.91547537,0,0.0429,0.0033,8e-4,0.005,-1,0.0382,0,0.0046,0.0105,1.5702,0,0.0788,0.0054,0.001,0.0136
-1,9e-4,0.0052,0.9035882,0.0033,0.024,9e-4,0,0.0049,0.0516,0.0414,0,0,0.0053,3.2792,-1,0.049,0.0042,0.0016,0.0258
0.0322,0,0.006,0.41815676,0,0.0096,-1,6e-4,0.0019,0.0302,0.0168,5e-4,8e-4,0.0016,1.2842,0,0.0257,0.0018,0,0.0041
-1,0,-1,0.93251212000000006,4e-4,0.0259,0.0031,-1,0.0026,0.0573,0.0871,0,7e-4,0.0089,1.3896,-1,0.0575,0.0026,0.0015,0.0061
0.0351,0.0019,-1,-1,0.0031,0.0366,0.0014,2e-4,0.0064,0.0479,0.0324,0,3e-4,0.0033,-1,-1,-1,0.0039,3e-4,0.0042
0.0647,0.0011,-1,0.82317126,-1,0.0337,0.0016,5e-4,0.0053,0.0782,0.0361,0,-1,0.0071,1.2014,-1,0.0969,0.0048,0.0018,0.0064
0.0856,0.0016,0.0185,1.27203387,8e-4,0.0358,0.0016,-1,0.0034,0.0796,-1,0,8e-4,0.0054,2.8337,0,0.1175,0.0039,6e-4,-1
0.0716,0,0.0014,1.47622421,0.0037,0.049,0.0012,0,0.008,0.0979,0.0402,0.0023,0.0017,0.01,2.0352,0,0.0945,0.0044,-1,0.0078
0.0721,0.0013,0.0037,0.91805191,0,0.0246,0.0022,-1,-1,0.1033,-1,4e-4,3e-4,0.0071,1.6899,7e-4,-1,0.0055,0.0021,0.008
0.0351,0.001,0.0092,0.46182901,0,0.0215,-1,9e-4,0,0.038,0.0177,0,0,0.0065,0.5173,0,0.0288,0.0011,0.002,0.0015
0.0331,0,6e-4,0.39004834,0,0.0363,0.0013,3e-4,8e-4,0.038,0.013,8e-4,3e-4,0.0035,0.4597,-1,0.0542,0.0059,-1,0.0081
0.0187,0.0016,6e-4,0.45242075,0,0.0374,0.0034,1e-4,0.0069,0.0597,0.0143,0,0.0015,-1,0.1422,0,0.0328,-1,0.0012,0.0122
0.0248,0.0012,-1,0.37797014,3e-4,0.0056,0,0.0013,0.0042,0.0311,0.0079,0,6e-4,-1,0.6095,-1,0.0192,-1,7e-4,0.0019
0.0414,-1,0,0.81782595,1e-4,0.0246,0.0018,-1,0.0061,0.0919,0.0181,0.0033,2e-4,0.003,0.9998,0.001,0.0415,-1,0.0017,0.0751
0.0248,5e-4,-1,0.66202059,0,0.0223,7e-4,-1,0.0029,0.0456,0.0162,0,-1,0.0067,0.7629,-1,0.0281,0.0031,-1,0.0035
0.0443,0,0,0.47216125,0,0.012,-1,2e-4,0.0024,0.0443,0.0397,0,0.001,0.0093,0.3662,0,0.0439,0.0024,0.0014,0.0075
0.0308,0.0033,0.0313,-1,0,-1,7e-4,7e-4,0.0035,0.0699,0.0287,0,0.0021,0.0066,0.7908,0,0.0373,0.0036,0.0071,0.0205
0.0216,0,-1,0.77883525,0,-1,0.0014,0,0.0021,-1,0.0113,0,-1,0.007,0.5052,0,0.0284,7e-4,7e-4,0.0135
0.0315,0,0.0201,0.46846667,0,-1,0.0016,0,0.0049,0.0462,0.0156,0,8e-4,0.0039,0.4292,0,0.0487,0.005,4e-4,0.0041
0.055,0,0.0071,0.72273333,0,0.0308,0.0035,1e-4,0.005,0.0801,0.0247,-1,3e-4,0.0052,0.4738,0,0.0903,0.0044,-1,0.0068
0.0563,-1,0.0294,1.62154306,0.003,0.0395,0.0024,6e-4,0.0039,0.1007,0.0309,-1,8e-4,0.0095,-1,0,-1,0.0052,5e-4,0.0092
0.0641,0,0.0106,1.31950223,0,0.0264,0.0033,9e-4,0.0039,0.0749,0.0263,0,0.0011,0.0095,-1,0,0.0593,0.0044,-1,0.0053
0.0332,0,0.0194,0.59138499,0.0023,0.0138,0.0013,-1,0.0067,0.0422,0.0304,0,0.0012,0.007,0.6758,0,0.0381,-1,-1,0.0035
0.0389,0.002,0.0098,0.35667812,0.0014,0.0182,3e-4,2e-4,0.0058,0.0435,0.0299,0.0015,2e-4,0.0115,0.5542,3e-4,0.0641,0.0018,3e-4,0.0032
0.0909,0.0022,0.029,0.83018856,0,0.0296,0.002,4e-4,0.0029,0.0611,0.0397,0,0.0015,0.0102,3.0242,0,0.0896,0.0039,7e-4,0.0111
0.05,-1,0,0.70390764,0,0.0281,-1,6e-4,-1,0.047,0.0185,-1,6e-4,0.0057,0.6211,0,-1,0.0029,0,0.0057
0.0332,-1,0,0.43015544,-1,0.0301,0.0016,6e-4,0.005,-1,0.0196,0,1e-4,0.0031,0.1796,0,0.0826,0.0026,0.0015,0.0047
0.0591,0,0.0084,0.63055427,0.002,0.0286,3e-4,7e-4,0.0019,0.0761,0.0273,0.0017,0.0014,0.0083,0.3645,0,-1,0.0058,3e-4,0.0121
0.0516,0,0.0155,0.90981908,0.0028,0.0324,0.0016,0.0011,-1,0.0673,0.03,4e-4,8e-4,0.0085,0.5282,0,0.0975,0.0027,0.0014,0.0123
0.0347,0,0.0088,0.36708803,0.0016,0.0109,0.0014,0,0.0044,0.0338,0.0271,0,0.001,0.0073,0.3426,0,0.0472,0.0017,-1,0.011
0.03,0,0.0317,0.45622774,0,0.0122,0.0018,6e-4,0.0038,0.0351,0.0215,0,3e-4,0.0044,0.7848,0,0.0567,0.0021,0.0018,0.0034
0.0795,0,0.0119,0.5296124,0,0.0401,3e-4,4e-4,3e-4,0.0599,0.0298,0,5e-4,0.0011,1.1505,0,0.0973,0.0038,6e-4,0.0065
0.0811,-1,0.0125,0.3674942,0.0013,-1,0.0029,0,0.0045,0.0635,0.0319,0.0014,6e-4,0.0076,0.4487,0,0.1077,0.0042,5e-4,0.0067
-1,0.0019,0.0181,0.74331256,0,0.0568,0.0014,4e-4,0.0047,0.1182,0.0336,0.0011,0.0014,0.003,0.3462,0,0.1477,0.0063,8e-4,0.0064
0.0637,0.0012,0.0057,0.92996798,9e-4,0.0505,0.0021,0.001,0.0048,0.0851,0.0269,-1,-1,0.006,0.3537,0,0.1057,0.0041,0.0023,0.0082
0.0614,0.0013,0.0012,0.97184201,0,0.0423,-1,2e-4,0.0031,0.0737,0.0296,5e-4,-1,0.0038,0.7737,0,0.0965,0.0055,0.0029,0.0081
0.0334,0,0.0086,0.35216203,-1,0.0121,0.0015,2e-4,0.0028,0.0324,0.0248,4e-4,5e-4,0.0079,0.946,0,0.0478,0.0012,8e-4,0.0032
0.0532,0.0018,0,0.29701574,0,0.0221,7e-4,8e-4,0.0047,0.0376,0.0253,0,8e-4,0,0.383,-1,-1,0.0023,5e-4,0.0052
0.0645,6e-4,-1,0.28025274,0.001,0.0241,8e-4,7e-4,0.0015,0.0465,0.0255,0,0,0.0074,0.3551,0,0.0939,0.005,6e-4,0.0073
0.0504,0,0,0.53523924,-1,-1,6e-4,-1,0,0.0702,0.0257,0,-1,0.0026,0.3329,0,0.0885,0.0038,9e-4,0.0036
0.0583,3e-4,0,1.08452479,0.0057,0.039,0.0025,7e-4,-1,0.082,0.037,0,0.0013,0.002,0.5872,0,0.0997,0.0035,0.0026,0.0482
0.1061,4e-4,0,0.95122051,0,0.0355,-1,1e-4,0.0047,0.0905,0.0473,0,-1,-1,2.6745,0,0.1205,0.0036,0.0027,0.0144
0.0592,0.0011,0.0048,0.96734074,0.0041,0.0272,0.0042,0,0.0046,-1,0.0303,9e-4,8e-4,0.0084,-1,0,0.0851,-1,0.0026,0.0032
0.1287,0.0012,0.0249,0.41554514,0,0.0272,0.0232,3e-4,0,0.0523,0.0256,3e-4,2e-4,0.0052,0.3724,0,0.191,0.0054,0.0014,0
-1,0.0011,0.0147,0.11600216000000001,9e-4,0.0108,1e-4,0,0.0013,0.0323,0.0159,0,1e-4,0.0024,0.3805,0,0.0269,0.0024,1e-4,-1
0.0297,0.0011,0.0229,0.48738461,0.0021,0.0212,0.0016,0,0.0031,0.0858,0.0224,1e-4,8e-4,0.0044,0.8162,0,0.048,0.0029,0.0016,0.0103
0.0273,-1,0.0129,0.71313867,8e-4,0.0182,0,0,0,0.0392,0.0166,0.001,3e-4,7e-4,0.6927,0,0.0294,0.0017,0.001,0.0025
0.0446,0.0024,0,0.45021248,0,0.0237,9e-4,7e-4,-1,0.0569,0.0186,0,0,0.0054,0.2379,0,0.0562,0.0054,-1,0.0075
0.0318,0.0015,0,0.68623492,0,-1,9e-4,0,1e-4,0.0625,0.0179,7e-4,0.0017,0.0014,0.3505,0,0.0598,0.0035,0.0033,0.0074
0.0336,0,0,0.54886725,0,0.0154,2e-4,0.0019,0.0032,0.038,0.0137,0,7e-4,0.0045,0.4141,0,0.0381,0.0021,-1,0.0019
-1,0,0.0062,0.63246493,0.0015,0.0216,1e-4,2e-4,-1,0.0517,0.0205,0,0.0018,0.0058,1.0136,0,-1,0.0025,0.0029,0.0021
-1,3e-4,0.0217,0.40566079,0,0.0158,2e-4,7e-4,0.0038,-1,0.0246,1e-4,5e-4,-1,2.0655,0,0.0472,0.0018,0.0026,0.0027
0.0232,7e-4,0,0.29598437,0,0.0205,2e-4,4e-4,0.0017,0.0299,0.0091,-1,0,0.0054,0.1347,0,0.0344,0.0012,8e-4,0.0025
0.0475,0.0015,0.0232,0.61939956,0,0.0389,0.0019,0,0.002,0.0816,0.0197,0,0.0013,0.0093,0.3141,-1,0.0551,0.0044,0.008,0.0068
0.0555,0,0.0086,1.0615035,0,-1,0.0013,7e-4,0,0.0818,0.0263,5e-4,0.0015,0.0079,0.6356,0,0.0916,0.0049,0.002,0.0074
0.0383,-1,0.0093,0.70928751,0,0.0429,0.0028,5e-4,0.0086,0.0661,0.0222,0,0.0034,0.0032,0.3457,0,0.0621,0.0033,0.0084,0.0078
0.0517,0.0014,0.0132,-1,0,0.0369,0.0503,6e-4,0.0061,0.0706,0.0424,0,6e-4,0.0046,0.246,0,0.0607,0.0035,0.0022,0.0095
0.0367,6e-4,0.0099,0.66426195,0.0032,0.0324,0.0051,0,0.0011,0.0477,-1,0.001,0,0.0099,0.5122,-1,0.0451,0.0028,7e-4,0.007
0.0417,0.0012,0.0197,0.90788735,0,0.0285,0.0033,-1,0.0051,-1,0.0402,-1,0.0049,0.008,1.2755,0,0.0574,0.0019,0.0174,0.0108
-1,0,-1,0.68704527,4e-4,0.0307,-1,5e-4,0.0029,0.0801,0.0374,0,0.0014,0.0046,0.3009,0,0.0684,0.0027,0.0027,0.0081
-1,0,3e-4,-1,0,0.039,0.0026,2e-4,0.0072,0.0963,0.0288,0,9e-4,0.0045,0.3227,0,0.107,0.0037,-1,0.0055
-1,0,0.016,-1,0.0039,0.0499,0.0011,0.0013,0.0078,0.1585,0.035,0,-1,0.0058,0.4831,0,-1,0.0063,0.0034,0.0108
0.0454,0.0012,0,1.09754813,0,0.0388,-1,0,-1,0.0698,0.0265,0,0.0039,0.0054,0.527,3e-4,0.0678,0.003,-1,0.0177
0.0293,4e-4,0.008,0.53268056,0,0.018,0.0017,4e-4,0.0045,0.0334,0.0122,0,0,-1,0.2839,-1,0.0144,0.0024,0.0019,0.0031
0.029,0,-1,1.09051639,0,0.0191,0.0018,5e-4,0.003,0.0568,-1,0,0.0012,0.0038,0.3575,0,0.0193,0.0018,0.0023,-1
0.0171,0,0.014,1.08873632,0,0.0085,0,-1,0.0034,0.0465,0.0107,0.0023,0.0014,0.0023,0.2711,0,0.0176,0.0024,0.0038,0.0045
0.0189,4e-4,0.0126,0.74513988,0,0.0265,0.0015,3e-4,0.0026,0.0815,0.0212,7e-4,0.0018,0.0025,0.235,-1,0.0439,0.0044,0.005,0.007
0.0177,0.0018,0.012,0.52410458,0,0.0252,6e-4,-1,0.0011,0.0449,0.0177,0,0.0031,0.0032,0.3379,0,0.0306,0.0018,0.0066,0.0051
0.0368,0.0015,0.0209,0.84278611,5e-4,0.0184,0.0012,2e-4,0.0034,-1,0.0202,0,1e-4,0.0053,1.3011,0,0.0456,0.003,0.003,0.0073
0.0294,0.0011,0.0052,0.59394931,2e-4,0.013,0.001,6e-4,-1,0.0345,-1,0,5e-4,0.0013,0.2953,0,0.0382,0.0028,0,0.0046
0.0542,6e-4,0.0044,0.42602526,0,0.0301,0.0011,8e-4,0.0011,0.0512,0.0269,0,6e-4,0,0.4542,2e-4,-1,0.0029,3e-4,0.0052
0.0306,0,0,0.33216377,0,0.0161,0,3e-4,-1,0.0394,0.0306,0,9e-4,0.0097,0.3475,0,-1,0.003,3e-4,0.0038
0.0404,0,0.0085,0.66013999,9e-4,-1,0.0021,-1,-1,0.0524,0.0461,0.0016,0,0.012,0.6778,0,0.0465,-1,0,0.0088
0.0333,9e-4,0.0059,0.52780549,0,0.0229,8e-4,5e-4,0.0021,-1,0.0221,0,6e-4,3e-4,0.4481,0,0.0584,0.002,7e-4,-1
0.0462,0.0011,0.0039,0.49896319,0,0.029,6e-4,0.0013,0.0054,0.07,0.0277,0,0.0016,-1,-1,0,0.0863,0.0039,0.001,-1
-1,0,-1,0.77096766,0,0.0231,0.002,8e-4,0.0079,-1,-1,3e-4,0.0017,0.0091,0.513,0,0.0744,0.0044,0.0014,0.0042
0.0463,0.0016,-1,0.61129375,0.0017,0.0194,6e-4,8e-4,0.0056,0.0532,0.0288,0,7e-4,0.0071,1.5257,0,0.0486,0.0033,0.0013,0.0039
0.0358,0,0,0.58914854,0,0.0333,0.0013,1e-4,0.002,0.0658,0.0321,0,7e-4,0.0083,0.3518,4e-4,0.0704,0.0041,3e-4,0.0057
0.0355,0,0.0061,0.63649486,0,0.0264,0.0026,1e-4,0.0054,0.0637,0.0506,0,2e-4,0.0081,0.375,0,0.0566,0.0053,2e-4,0.0103
0.0447,0,0.0153,0.68540601,1e-4,0.0171,0.0018,1e-4,0.0069,0.0679,0.0458,0,1e-4,0.018,0.4484,0,0.0623,0.0042,4e-4,0.0083
0.0366,0.0014,0.0039,0.49717771,0,0.0239,7e-4,3e-4,0.0042,0.0602,0.0237,0.0041,0.001,0.0056,0.9868,0,0.0657,0.0031,0.0012,0.0122
0.0497,0,0.0124,0.85535069,0.0019,0.0389,0.0047,0,0.0019,0.0729,0.0336,0,8e-4,-1,1.4668,0,0.057,0.0033,-1,0.0165
0.0652,2e-4,-1,1.03993681,0.0011,0.0259,0.0025,7e-4,5e-4,0.0591,0.0305,0,0.0014,0.005,1.3065,0,0.0628,0.0021,0.0014,0.0125
0.0239,0.0013,0.0108,0.40917257,-1,0.0173,2e-4,1e-4,0,-1,0.0228,0.0017,0,0.0034,0.2893,0,0.0596,-1,7e-4,0.0034
0.0181,0,0,-1,0,0.0126,-1,9e-4,0.0024,0.0409,0.0295,0,0,0.0119,0.2652,-1,0.0304,0.0015,8e-4,0.0065
0.0207,0.0018,0,0.26789567,0.0013,0.0227,0.0095,-1,0.0037,0.0462,0.0415,0,0.0011,0.0102,0.2808,0,0.047,0.0015,7e-4,-1
0.0523,0.0016,0.0234,-1,0.001,0.034,0.0067,7e-4,0.0065,0.1129,0.0486,0,0.0018,0.0082,-1,0,-1,0.0064,0.0011,0.0134
0.0565,0.0013,0.0204,1.27059271,0.0022,0.0429,0.002,3e-4,0.0019,-1,0.0542,3e-4,2e-4,0.0083,0.678,0,0.103,0.0056,0.0014,0.0109
0.0339,0.0011,0.0029,0.31020711,0,0.0161,0.0025,0,0.0025,0.0312,0.0146,0,0.0041,0.0042,0.161,0,-1,0.0013,0.0024,0.009
0.0413,0.0018,7e-4,0.46029788,8e-4,-1,-1,5e-4,0.0035,0.0733,-1,0,0.0024,0.0036,0.4408,0,0.0659,0.0062,0.0016,0.0108
-1,0.0011,0.0042,0.98077334,0,0.0349,0.0036,6e-4,0.0098,0.1052,0.0654,0,7e-4,0.0027,-1,0,0.1146,0.0052,-1,0.0203
-1,4e-4,0.0044,0.63349072,-1,0.0253,0.3055,4e-4,4e-4,0.0294,0.0243,0,3e-4,0.0022,0.2892,0,0.0318,0.0021,7e-4,0.0018
0.0355,0,0.003,0.29288003,0,0.0148,2e-4,9e-4,0.001,0.0597,0.0318,0,0.0011,0.0067,0.839,0,0.0484,0.0038,0.0014,0.0127
-1,8e-4,0.0041,1.24182848,0.0024,0.0366,0.0023,0,0.005,0.0894,0.0345,0,0.0014,0.0055,1.7546,0,0.0633,0.0044,0.0034,0.0125
0.0155,0.0011,0.0055,0.53317294,0,0.0107,0.0022,4e-4,0.0035,0.02,-1,0,0.0012,0.0024,0.2991,0,0.0167,7e-4,-1,0.0017
0.0237,-1,0,0.18681389,6e-4,0.008,-1,0,0.0055,0.0203,0.0155,0,-1,7e-4,0.2685,0,0.0135,0.0012,8e-4,0.0029
0.0147,0.0014,0.0172,0.43924756,1e-4,0.0193,0,2e-4,0.0043,0.0588,0.0358,0,0,0.0092,0.3255,0,0.0485,0.0029,3e-4,0.0076
0.0777,-1,0.0092,0.72172066,0,-1,0.0013,6e-4,0.0059,0.0797,0.0638,3e-4,9e-4,0.0066,0.7318,0,-1,0.0052,5e-4,0.0142
0.0496,0,0.0021,0.92124585,-1,0.0332,0.0028,-1,-1,0.0681,0.0659,0,0.001,0.004,0.7238,-1,0.0739,-1,0.0019,0.0136
0.0196,0,0.0066,0.42816799,-1,-1,0.0032,5e-4,0.0033,0.0617,0.0404,-1,-1,0.0049,0.4125,-1,0.0441,-1,8e-4,0.0056
0.0624,0.0019,0.0164,1.31657642,0.0023,0.0388,0.0037,0.0011,0.0061,0.1095,0.0749,-1,0.0026,0.0099,1.2256,0,0.1029,-1,0.0018,0.0227
0.0627,0,0.0031,1.14815905,0.0013,0.0282,0.0058,0,-1,0.0859,0.0671,0,7e-4,0.0032,1.6716,0,0.0861,0.0045,0.0018,-1
0.0475,0,0.0222,1.83154615,0.0031,-1,0.004,5e-4,0.004,0.111,0.0325,0.0021,0.0046,0.0071,0.6989,0,0.0747,-1,0.0074,0.0109
0.0181,-1,0.0069,0.55974722,3e-4,0.0135,1e-4,0,0,0.029,0.0077,-1,0,0.0022,0.2289,0,-1,0,0.0016,0.0152
0.0362,0,0.0265,1.50071835,-1,-1,0.0022,4e-4,0.0064,0.1149,0.0214,0.0028,0.0021,0.009,0.8528,0,0.0378,0.0055,0.007,0.0108
0.0374,-1,0.0104,-1,2e-4,0.0125,0.0012,-1,0.0047,0.0364,0.0218,-1,0.001,0.0032,1.0971,0,-1,0.0012,7e-4,0.0058
0.0259,0.0017,0.0054,0.45220729,0,0.0161,0.0015,4e-4,0.0043,0.0467,0.0375,0,0.0011,0.0047,0.9056,0,0.0492,0.0013,3e-4,0.0066
-1,-1,0.0134,0.45942505,-1,-1,0,4e-4,0.003,-1,0.0234,0,7e-4,0.0031,0.542,0,0.0444,0.0025,7e-4,0.0041
0.0171,9e-4,0.0144,-1,0.0035,-1,-1,0.0012,0.0069,-1,0.0231,0,-1,0.0058,0.3457,0,0.0305,0.0014,-1,0.004
0.0544,0,0,0.58985572,5e-4,0.034,-1,-1,0.0074,0.1182,-1,0,0.003,0.0088,0.8112,0.0013,0.0797,0.0055,-1,0.0181
0.039,0.0011,-1,1.2802725,0.0014,0.0369,0.0031,9e-4,0.0061,0.0918,-1,0,7e-4,0.0062,0.6632,0,0.037,0.0042,0.0035,-1
0.0398,0.0028,0.0134,-1,0,-1,0.0024,0.0012,0.0045,0.1135,0.0316,0.0011,7e-4,0.0055,0.7024,0.0024,0.0484,0.0044,0.0016,0.0237
0.033,0.0025,0.0046,0.24854306,-1,-1,0.4216,3e-4,3e-4,0.0144,0.0232,0,2e-4,-1,0.2822,0,0.0155,0.0013,4e-4,0.0015
0.0187,0,0,-1,0,0.005,3e-4,2e-4,0.0037,0.014,0.0122,9e-4,0,0.0077,0.2822,0,0.0142,5e-4,3e-4,0.0026
0.0364,0,0,0.37637924,0,0.0204,0.0024,0,0.0037,0.045,0.0344,0,9e-4,0.0042,0.4245,0,0.0559,0.0034,0,0.0075
0.0358,0.0011,0.0036,0.37287796,1e-4,0.018,0.0016,5e-4,0.0054,-1,0.0234,7e-4,0.0013,0.0057,0.3193,0,0.0599,0.0017,0,0.0048
0.0595,0.0018,0.0067,0.26228125,7e-4,0.0268,0.0026,9e-4,0,0.0457,0.0281,0,-1,0.0019,0.2973,0,0.0847,0.003,0.0011,0.0047
0.041,5e-4,0,0.38720813,0,0.0302,0.0021,7e-4,0.0022,0.045,-1,0,-1,-1,0.3592,-1,0.066,0.003,8e-4,0.0141
0.0214,8e-4,0.0011,0.3611125,0,0.0228,0.0044,5e-4,-1,0.0358,0.0273,0,0.0016,0.0052,0.2714,0.0011,0.0576,0.0014,0,0.0051
0.0271,0.0016,0.0179,-1,3e-4,0.0222,0.0015,5e-4,0.0041,0.0273,0.025,0,2e-4,0.0063,0.1868,0,0.0537,0.0012,0,0.0031
0.0295,0.0015,0.0046,-1,2e-4,0.0187,0.002,5e-4,0,0.0532,0.056,0,0.0012,-1,0.4337,0,0.0593,-1,0,0.0078
-1,-1,0,0.72222362,0.0028,0.0273,0.004,2e-4,0.0038,0.0648,0.0429,-1,0.0016,0.0056,0.7321,0,0.0665,0.0025,2e-4,0.0083
0.0303,0,0,0.60330165,0.0025,0.0173,0.0015,-1,0.002,0.0483,-1,3e-4,6e-4,0.0089,0.6823,5e-4,0.0213,0.0026,2e-4,0.0083
0.0329,0,0.0243,0.97755247,0,0.0217,0.0033,0,0.0045,0.0813,0.064,-1,0.0013,-1,0.9991,0,0.0523,0.004,0.001,-1
0.0698,0,0.0294,0.69273132,0,0.0458,0.0035,0.001,0.0047,-1,-1,1e-4,0.0014,0.0156,-1,0.0017,0.1093,0.0077,1e-4,0.01
-1,0,0.0123,0.99352721,0.0042,0.0235,0.0048,8e-4,0.0046,0.0467,0.0807,0.0017,0.0011,0.0038,1.233,0,0.0315,-1,0.0018,0.0132
0.0323,0.001,0.0136,0.54193651,4e-4,0.0194,0.0024,0,0.0051,0.0486,0.0641,0,0.0017,0.0093,0.6838,0,0.0331,0.0033,0.0012,0.014
0.0243,0,0.0155,0.89314705,0.0013,0.0173,0.0021,0,0.0017,0.0345,0.0338,0,0.001,0.0054,0.5826,0,0.0265,0.0016,-1,0.0069
-1,0,-1,0.79009876,0,-1,0.0069,3e-4,-1,0.037,0.0318,3e-4,0.002,-1,0.7284,0,0.043,-1,9e-4,0.0052
0.0512,2e-4,-1,0.43667598,1e-4,0.0179,8e-4,4e-4,0.007,0.0538,0.0369,0,0.0026,0.0029,0.6857,0,0.0398,-1,0.001,0.0079
0.0262,0.0018,0.0214,0.8118255,0.0015,0.0221,0.0027,0.001,0.0061,0.0716,0.0518,0,2e-4,0.0101,1.179,0,0.0646,0.0044,7e-4,-1
-1,0,0,0.68777049,-1,0.0178,-1,0,0.0049,0.0401,0.0318,0,2e-4,-1,0.6527,0,0.0323,0.0033,2e-4,0.017
0.0458,-1,0.0277,0.33238201,8e-4,0.0289,0.0012,4e-4,0.0055,0.0562,0.0354,0,0.0018,0.002,0.6339,0,0.0498,0.0022,4e-4,0.0147
0.0499,0.0014,8e-4,0.92504826,0.0015,0.0469,0.0116,2e-4,-1,0.0648,0.06,0,0.0027,0.0076,0.9441,0,0.0624,0.063,0.0015,0.0165
0.0215,0,0.0088,-1,0,0.0063,0.0012,1e-4,9e-4,0.0105,0.021,0,5e-4,0.0039,0.5142,0.0018,0.0147,0.001,-1,0.0055
